Title,Release Date,Genres,Overview,Original Language,Vote Average,Vote Count,Popularity,TMDB ID
War of the Worlds,6/28/2005,"Adventure, Thriller, Science Fiction",ray terrier divorce dockworker perfect father soon wife new husband drop teenage son young daughter rare weekend visit strange powerful lightning storm touch,en,6.52,8659,8.7252,74
The Taking of Deborah Logan,10/21/2014,"Horror, Mystery",start poignant medical documentary deborah loan descent alzheimer disease daughter struggle caregiver degenerate madden portrayal dementia frightening hair raise event begin plague family crew unspeakable malevolence threaten tear fabric sanity,en,6.519,1311,6.1532,297608
Bridesmaids,5/13/2011,"Comedy, Romance",annie life mess find lifetime good friend engage simply serve lillian maid honor lovelorn break annie bluff way expensive bizarre ritual chance perfect shell lillian bridesmaid far love,en,6.518,4458,6.2942,55721
The Postman Always Rings Twice,3/20/1981,"Crime, Romance, Drama, Thriller",sensuous wife lunch wagon proprietor rootless drifter begin solidly steamy affair conspire murder greek husband,en,6.519,514,1.3322,11027
G20,4/10/2025,"Action, Mystery, Drama",summit overtake terrorist president danielle sutton bring statecraft military experience defend family fellow leader,en,6.508,556,15.1172,1045938
The Cellar,3/25/2022,"Horror, Mystery",beira wood daughter mysteriously vanish cellar new house country soon discover ancient powerful entity control home face risk lose family soul forever,en,6.517,468,2.1921,758724
Godzilla: The Planet Eater,11/9/2018,"Animation, Science Fiction, Action, Adventure",mean defeat godzilla earth mankind watch king guido rah clothe golden light descend planet heavens earth shake war move high dimension,ja,6.5,371,2.2096,536115
Romantics Anonymous,12/22/2010,"Drama, Comedy, Romance",happen man woman share common passion fall love happen jean end boss small chocolate factory angelique gifted chocolate maker hire occur highly emotional man meet highly emotional woman fall love occur jean end angelique share handicap pathologically timid thing easy manage join solitude live happily guessing matter,fr,6.518,554,0.8573,51991
L'allenatore nel pallone,10/26/1984,Comedy,toronto call coach long bard football team small town northern italy newly promote division task relegate long bard owner plot find team current rank far expensive brazilian striker affect deep saudade,it,6.518,380,0.3118,39371
Fear,4/12/1996,Thriller,nicole walker dream sweep away special strong sexy sensitive care world david modern day knight charm seduce body soul perfect boyfriend sweet facade mask savage dark soon transform nicole dream nightmare,en,6.518,914,4.3454,10543
Beverly Hills Cop II,5/18/1987,"Action, Comedy, Crime",axe foley return land sunshine palm tree investigate near fatal shooting police captain andrew logo mil help sgt haggard rosewood soon uncover shooting associate series alphabet robbery mastermind heartless weapon kingpin chase,en,6.518,2650,4.4291,96
Ricky Stanicky,3/7/2024,Comedy,childhood good friend pull prank go wrong invent imaginary ricky stan icky trouble year later trio use nonexistent ricky handy alibi immature behavior spouse partner suspicious demand finally meet fabled stan icky guilty trio decide hire wash actor raunchy celebrity impersonator bring life,en,6.517,684,6.0907,1022690
Arctic,11/21/2018,"Drama, Adventure",man strand arctic finally receive long await rescue tragic accident opportunity lose decide remain relative safety camp embark deadly trek unknown potential salvation,en,6.517,1261,1.9076,453755
He's All That,8/27/2021,"Comedy, Romance",revenge boyfriend influence attempt transform unpopular classmate prom king,en,6.517,1418,3.7044,347626
Turbo Kid,8/14/2015,"Action, Adventure, Comedy, Science Fiction",post apocalyptic wasteland orphan teen battle ruthless warlord save girl dream,en,6.517,725,1.1796,310135
Burnt,10/2/2015,Drama,adam jones chef destroy career drug diva behavior clean return london determine redeem spearhead restaurant gain michelin star,en,6.517,3440,2.5511,295964
I Spit on Your Grave,6/17/2010,"Thriller, Crime, Horror",beautiful woman city jennifer hills rent isolated cabin country write late novel soon group local lowlife subject nightmare degradation rape violence,en,6.517,2399,8.0878,43947
The Money Pit,3/26/1986,"Comedy, Romance",evict manhattan apartment couple buy look like home dream find saddle bankaccountdraining nightmare struggle relationship ramble mansion fall piece watch hilarious horror include kitchen sink disappear money pit,en,6.5,1175,2.0762,10466
The Devil Conspiracy,1/13/2023,"Horror, Fantasy, Science Fiction, Thriller",powerful biotech company breakthrough technology allow clone history influential people fragment dan company cabal satanist steal shroud christ put possession jesus dan clone serve ultimate offering devil archangel michael come earth stop end devil conspiracy,en,6.516,418,2.522,296271
X-Men: Apocalypse,5/18/2016,"Action, Adventure, Science Fiction, Fantasy",reemergence world mutant world destroyer apocalypse man unite defeat extinction level plan,en,6.5,13265,8.6305,246655
The New World,12/25/2005,"Drama, History, Romance",drama explorer john smith clash native americans english settler century,en,6.515,1197,1.438,11400
Madagascar: Escape 2 Africa,10/30/2008,"Family, Adventure, Animation, Comedy",alex marty zoo animal find way escape madagascar penguin reassemble wreck air lane precariously repair craft stay airborne long african continent new yorker encounter member specie time africa prove wild place alex company wonder well central park home,en,6.5,7110,7.2454,10527
Gremlins 2: The New Batch,6/15/1990,"Comedy, Horror, Fantasy",young sweetheart billy kate big apple land job high tech office park soon reunite friendly lovable gizmo series accident create new generation gremlin situation worsen devilish green creature invade secret laboratory develop genetically alter power make hard destroy,en,6.515,2716,4.3007,928
The Curse of Bridge Hollow,10/14/2022,"Adventure, Comedy, Horror, Family",halloween hate dad reluctantly team teenage daughter evil spirit wreak havoc make town decoration come life,en,6.514,478,1.0682,864959
Thor: The Dark World,10/30/2013,"Action, Adventure, Fantasy",thor fight restore order cosmo ancient race lead vengeful male kith return plunge universe darkness face enemy odin asgard withstand thor embark perilous personal journey reunite jane foster force sacrifice save,en,6.514,17708,7.9578,76338
Confessions of a Brazilian Call Girl,2/25/2011,Drama,rachel girl adopt upper middle class family rebel leave family study traditional college paul sexy girl shortly start work decide write blog experience client think look like surfer adopt surf tina mean little surfer girl,pt,6.514,491,1.3196,58235
The Sisterhood of the Traveling Pants,6/1/2005,"Drama, Comedy, Romance",good friend libby lena carmen amp bridget buy mysterious pair pant fit despite differ size make wear feel fabulous face prospect spend summer apart pal decide swap pant girl turn enjoy magic,en,6.5,1308,2.0607,9779
The Jane Austen Book Club,9/9/2007,"Comedy, Romance",californian start club discuss work jane austen delve austen literature club member find deal life experience parallel theme book read,en,6.5,381,0.7949,5951
The Simpsons in Plusaversary,11/12/2021,"Animation, Comedy, Fantasy",simpson host disney day party list homer friend service music fit disney princess plus adversary springfield event year,en,6.513,418,1.9573,877183
Voices of a Distant Star,2/2/2002,"Animation, Science Fiction, Romance",mysterious alien force begin annihilation human race leave person love mikado join interstellar battle pilot mikado risk life save mankind boru wait lover world apart desperately strive remain connected gap widen frightening pace,ja,6.513,315,1.9106,37910
Eagle vs Shark,7/15/2007,"Comedy, Romance",love blossom lily double meaty boy burger midday supercomputer nerd jarrod come leave free extra large fry gate crash harrod party prove skill game console lily go harrod home town settle old score past school bully,en,6.513,310,0.9684,8748
Operation Mincemeat,4/1/2022,"War, History, Drama",british intelligence officer concoct operation mincemeat plan drop corpse false paper coast spain fool nazi spy believe ally force plan attack way greece sicily,en,6.512,733,1.9206,661231
Elysium,8/7/2013,"Science Fiction, Action, Drama, Thriller",year class people exist wealthy live pristine manmade space station call elysium rest live overpopulate ruin earth secretary rhode hard line government official stop enforce anti immigration law preserve luxurious lifestyle citizen elysium stop people earth try mean unlucky max back corner agree daunting mission successful save life bring equality polarize world,en,6.512,9118,5.3524,68724
Heavy Metal,8/7/1981,"Animation, Science Fiction, Adventure, Fantasy, Music",embodiment ultimate evil glowing orb terrorize young girl bizarre story dark fantasy eroticism horror,en,6.5,730,1.8834,11827
Look Away,10/12/2018,"Horror, Thriller, Fantasy",timid socially alienated year old high school student life turn upside switch place sinister mirror image,en,6.5,907,2.2812,526051
Tag,5/11/2015,"Action, Fantasy, Horror, Drama, Science Fiction, Thriller, Mystery",minsk young student encounter series horrify incident set alternate reality people wind dead horrendous fashion,ja,6.5,368,1.3702,340176
Rio 2,3/19/2014,"Animation, Adventure, Comedy, Family",jungle blu jewel kid hurtle rio de jane wild amazon blu try fit go beat beak vengeful nigel meet fearsome adversary father law,en,6.511,3588,4.9305,172385
Joe,4/11/2014,Drama,roughen boss lumber crew court trouble step protect young member team abusive father,en,6.511,961,1.0582,157847
High School Musical 2,8/17/2007,"Comedy, Drama, Family, Music, Romance, TV Movie",east high wildcat gear big fun land cool summer job imaginable troy gabrielle chad taylor score sweet gig lava spring country club own sharply ryan family sharply rule business troy troy experience life privilege s know wildcat gabrielle rise,en,6.511,3772,2.5377,13649
Courage Under Fire,7/4/1996,"Drama, Thriller, Mystery, War",army officer friendly fire mistake cover reassign desk job tasked investigate female chopper commander worthiness award medal honor order begin notice inconsistency testimony witness,en,6.5,967,1.6638,10684
Live and Let Die,6/27/1973,"Adventure, Action, Thriller",james bond investigate mysterious murder case british agent new orleans soon find gangster boss name big,en,6.511,2127,3.8059,253
